-12, -12, -12, -1.2105e-10, 1.2105e-10, 0
-12, -12, -10, -1.93123e-10, 1.93123e-10, 0
-12, -12, -8, -2.96386e-10, 2.96386e-10, 0
-12, -12, -6, -4.28127e-10, 4.28127e-10, 0
-12, -12, -4, -5.68529e-10, 5.68529e-10, 0
-12, -12, -2, -6.79138e-10, 6.79138e-10, 0
-12, -12, 0, -7.18481e-10, 7.18481e-10, 0
-12, -12, 2, -6.69162e-10, 6.69162e-10, 0
-12, -12, 4, -5.51393e-10, 5.51393e-10, 0
-12, -12, 6, -4.07892e-10, 4.07892e-10, 0
-12, -12, 8, -2.76568e-10, 2.76568e-10, 0
-12, -12, 10, -1.75814e-10, 1.75814e-10, 0
-12, -12, 12, -1.07e-10, 1.07e-10, 0
-12, -10, -12, -1.10516e-10, 1.66823e-10, 7.82355e-11
-12, -10, -10, -1.69949e-10, 2.9549e-10, 1.27009e-10
-12, -10, -8, -2.48088e-10, 5.05546e-10, 1.88954e-10
-12, -10, -6, -3.36708e-10, 8.10499e-10, 2.43787e-10
-12, -10, -4, -4.17989e-10, 1.17575e-09, 2.50339e-10
-12, -10, -2, -4.71388e-10, 1.49202e-09, 1.70272e-10
-12, -10, 0, -4.84037e-10, 1.61583e-09, 1.52627e-11
-12, -10, 2, -4.54399e-10, 1.47938e-09, -1.41825e-10
-12, -10, 4, -3.89929e-10, 1.15434e-09, -2.27105e-10
-12, -10, 6, -3.05419e-10, 7.85772e-10, -2.26742e-10
-12, -10, 8, -2.19405e-10, 4.81978e-10, -1.7734e-10
-12, -10, 10, -1.4652e-10, 2.75506e-10, -1.19411e-10
-12, -10, 12, -9.26499e-11, 1.51079e-10, -7.33349e-11
-12, -8, -12, -7.19987e-11, 1.74495e-10, 1.89864e-10
-12, -8, -10, -8.26456e-11, 3.44403e-10, 3.31793e-10
-12, -8, -8, -5.6587e-11, 6.62372e-10, 5.35225e-10
-12, -8, -6, 4.93075e-11, 1.19376e-09, 7.49336e-10
-12, -8, -4, 2.56829e-10, 1.91944e-09, 8.26093e-10
-12, -8, -2, 4.98142e-10, 2.617e-09, 5.87116e-10
-12, -8, 0, 6.19284e-10, 2.91084e-09, 4.4682e-11
-12, -8, 2, 5.277e-10, 2.60264e-09, -5.05114e-10
-12, -8, 4, 3.02982e-10, 1.89541e-09, -7.61872e-10
-12, -8, 6, 9.6864e-11, 1.16648e-09, -7.04819e-10
-12, -8, 8, -1.66025e-11, 6.36934e-10, -5.06605e-10
-12, -8, 10, -5.25627e-11, 3.23349e-10, -3.13987e-10
-12, -8, 12, -5.0654e-11, 1.58313e-10, -1.7882e-10
-12, -6, -12, -1.34716e-11, 1.06201e-10, 3.00329e-10
-12, -6, -10, 5.77334e-11, 2.4592e-10, 5.65795e-10
-12, -6, -8, 2.81152e-10, 5.63504e-10, 9.989e-10
-12, -6, -6, 8.14553e-10, 1.21583e-09, 1.54689e-09
-12, -6, -4, 1.76226e-09, 2.30433e-09, 1.87965e-09
-12, -6, -2, 2.85945e-09, 3.5368e-09, 1.43086e-09
-12, -6, 0, 3.39185e-09, 4.11014e-09, 9.51649e-11
-12, -6, 2, 2.911e-09, 3.52271e-09, -1.26043e-09
-12, -6, 4, 1.8363e-09, 2.28092e-09, -1.75436e-09
-12, -6, 6, 8.8285e-10, 1.18957e-09, -1.46653e-09
-12, -6, 8, 3.32505e-10, 5.39388e-10, -9.50659e-10
-12, -6, 10, 9.27814e-11, 2.26308e-10, -5.37225e-10
-12, -6, 12, 9.50705e-12, 9.14017e-11, -2.83151e-10
-12, -4, -12, 3.67467e-11, -4.68924e-11, 3.41182e-10
-12, -4, -10, 1.79337e-10, -5.89092e-11, 6.88593e-10
-12, -4, -8, 6.05719e-10, -9.69326e-12, 1.33525e-09
-12, -4, -6, 1.69862e-09, 2.75146e-10, 2.33453e-09
-12, -4, -4, 3.92117e-09, 1.11932e-09, 3.25361e-09
-12, -4, -2, 6.8955e-09, 2.52384e-09, 2.77494e-09
-12, -4, 0, 8.45923e-09, 3.32728e-09, 1.70784e-10
-12, -4, 2, 6.98003e-09, 2.51253e-09, -2.48189e-09
-12, -4, 4, 4.02792e-09, 1.10062e-09, -3.05907e-09
-12, -4, 6, 1.78313e-09, 2.54305e-10, -2.22224e-09
-12, -4, 8, 6.61183e-10, -2.866e-11, -1.2725e-09
-12, -4, 10, 2.13402e-10, -7.41679e-11, -6.52702e-10
-12, -4, 12, 5.74101e-11, -5.82693e-11, -3.19831e-10
-12, -2, -12, 4.53165e-11, -2.25146e-10, 2.47809e-10
-12, -2, -10, 1.75196e-10, -4.65979e-10, 5.22357e-10
-12, -2, -8, 5.80796e-10, -9.4651e-10, 1.09092e-09
-12, -2, -6, 1.75231e-09, -1.80944e-09, 2.14637e-09
-12, -2, -4, 4.66e-09, -3.01343e-09, 3.53338e-09
-12, -2, -2, 9.62704e-09, -3.96348e-09, 3.58563e-09
-12, -2, 0, 1.27313e-08, -4.19447e-09, 2.2654e-10
-12, -2, 2, 9.72857e-09, -3.96976e-09, -3.22309e-09
-12, -2, 4, 4.76645e-09, -3.02382e-09, -3.32345e-09
-12, -2, 6, 1.82255e-09, -1.82098e-09, -2.03594e-09
-12, -2, 8, 6.2108e-10, -9.56961e-10, -1.03048e-09
-12, -2, 10, 1.97785e-10, -4.74341e-10, -4.87022e-10
-12, -2, 12, 5.82077e-11, -2.31341e-10, -2.26053e-10
-12, 0, -12, 9.15964e-12, -3.16178e-10, 3.25376e-11
-12, 0, -10, 2.18233e-11, -6.85069e-10, 5.52145e-11
-12, 0, -8, 5.40102e-11, -1.50217e-09, 9.67911e-11
-12, 0, -6, 1.39516e-10, -3.26925e-09, 1.71613e-10
-12, 0, -4, 3.6064e-10, -6.75332e-09, 2.81101e-10
-12, 0, -2, 7.9737e-10, -1.19157e-08, 3.15084e-10
-12, 0, 0, 1.11249e-09, -1.49576e-08, 5.26184e-11
-12, 0, 2, 8.05822e-10, -1.19157e-08, -2.22976e-10
-12, 0, 4, 3.6838e-10, -6.75332e-09, -2.11595e-10
-12, 0, 6, 1.44107e-10, -3.26925e-09, -1.20675e-10
-12, 0, 8, 5.64744e-11, -1.50217e-09, -6.00693e-11
-12, 0, 10, 2.31504e-11, -6.85069e-10, -2.9266e-11
-12, 0, 12, 9.89814e-12, -3.16178e-10, -1.44732e-11
-12, 2, -12, -3.09368e-11, -2.53799e-10, -1.92708e-10
-12, 2, -10, -1.43197e-10, -5.2184e-10, -4.34579e-10
-12, 2, -8, -5.10474e-10, -1.06352e-09, -9.52763e-10
-12, 2, -6, -1.60575e-09, -2.06963e-09, -1.9444e-09
-12, 2, -4, -4.40514e-09, -3.58549e-09, -3.29838e-09
-12, 2, -2, -9.33658e-09, -5.01541e-09, -3.41928e-09
-12, 2, 0, -1.24891e-08, -5.51577e-09, -1.58618e-10
