-10, -10, -10, 1.58979e-10, 4.90786e-10, 1.01709e-09
-10, -10, -8, 3.43903e-10, 9.24238e-10, 1.29994e-09
-10, -10, -6, 6.20662e-10, 1.57282e-09, 1.47878e-09
-10, -10, -4, 9.58097e-10, 2.36795e-09, 1.37631e-09
-10, -10, -2, 1.25693e-09, 3.07043e-09, 8.6107e-10
-10, -10, 0, 1.38636e-09, 3.35698e-09, 1.9253e-11
-10, -10, 2, 1.28039e-09, 3.07043e-09, -8.2583e-10
-10, -10, 4, 9.96008e-10, 2.36795e-09, -1.34916e-09
-10, -10, 6, 6.61575e-10, 1.57282e-09, -1.46096e-09
-10, -10, 8, 3.79967e-10, 9.24238e-10, -1.28988e-09
-10, -10, 10, 1.87255e-10, 4.90786e-10, -1.01227e-09
-10, -8, -10, 2.97583e-10, 3.3994e-10, 1.37467e-09
-10, -8, -8, 6.49531e-10, 8.69717e-10, 1.94133e-09
-10, -8, -6, 1.24269e-09, 1.83993e-09, 2.45733e-09
-10, -8, -4, 2.05586e-09, 3.25898e-09, 2.52359e-09
-10, -8, -2, 2.8437e-09, 4.68927e-09, 1.69431e-09
-10, -8, 0, 3.19611e-09, 5.31475e-09, 4.43869e-11
-10, -8, 2, 2.88969e-09, 4.68927e-09, -1.61467e-09
-10, -8, 4, 2.12525e-09, 3.25898e-09, -2.46548e-09
-10, -8, 6, 1.31059e-09, 1.83993e-09, -2.42183e-09
-10, -8, 8, 7.0335e-10, 8.69717e-10, -1.9225e-09
-10, -8, 10, 3.35782e-10, 3.3994e-10, -1.36585e-09
-10, -6, -10, 4.42329e-10, -6.43255e-11, 1.69408e-09
-10, -6, -8, 1.04277e-09, 3.8563e-10, 2.70873e-09
-10, -6, -6, 2.24474e-09, 1.58936e-09, 3.97266e-09
-10, -6, -4, 4.2221e-09, 3.97441e-09, 4.73027e-09
-10, -6, -2, 6.43745e-09, 6.97483e-09, 3.54476e-09
-10, -6, 0, 7.49297e-09, 8.44539e-09, 1.04036e-10
-10, -6, 2, 6.53345e-09, 6.97483e-09, -3.36461e-09
-10, -6, 4, 4.352e-09, 3.97441e-09, -4.61109e-09
-10, -6, 6, 2.35447e-09, 1.58936e-09, -3.90866e-09
-10, -6, 8, 1.11786e-09, 3.8563e-10, -2.67863e-09
-10, -6, 10, 4.89413e-10, -6.43255e-11, -1.6811e-09
