Coil 1 Points:
9, 0.1, 0
9.00314, 0.0999507, 0
9.00628, 0.0998027, 0
9.00941, 0.0995562, 0
9.01253, 0.0992115, 0
9.01564, 0.0987688, 0
9.01874, 0.0982287, 0
9.02181, 0.0975917, 0
9.02487, 0.0968583, 0
9.0279, 0.0960294, 0
9.0309, 0.0951057, 0
9.03387, 0.0940881, 0
9.03681, 0.0929776, 0
9.03971, 0.0917755, 0
9.04258, 0.0904827, 0
9.0454, 0.0891007, 0
9.04818, 0.0876307, 0
9.0509, 0.0860742, 0
9.05358, 0.0844328, 0
9.05621, 0.0827081, 0
9.05878, 0.0809017, 0
9.06129, 0.0790155, 0
9.06374, 0.0770513, 0
9.06613, 0.0750111, 0
9.06845, 0.0728969, 0
9.07071, 0.0707107, 0
9.0729, 0.0684547, 0
9.07501, 0.0661312, 0
9.07705, 0.0637424, 0
9.07902, 0.0612907, 0
9.0809, 0.0587785, 0
9.08271, 0.0562083, 0
9.08443, 0.0535827, 0
9.08607, 0.0509041, 0
9.08763, 0.0481754, 0
9.0891, 0.045399, 0
9.09048, 0.0425779, 0
9.09178, 0.0397148, 0
9.09298, 0.0368125, 0
9.09409, 0.0338738, 0
9.09511, 0.0309017, 0
9.09603, 0.0278991, 0
9.09686, 0.024869, 0
9.09759, 0.0218143, 0
9.09823, 0.0187381, 0
9.09877, 0.0156434, 0
9.09921, 0.0125333, 0
9.09956, 0.00941083, 0
9.0998, 0.00627905, 0
9.09995, 0.00314108, 0
9.1, -1.60812e-17, 0
9.09995, -0.00314108, 0
9.0998, -0.00627905, 0
9.09956, -0.00941083, 0
9.09921, -0.0125333, 0
9.09877, -0.0156434, 0
9.09823, -0.0187381, 0
9.09759, -0.0218143, 0
9.09686, -0.024869, 0
9.09603, -0.0278991, 0
9.09511, -0.0309017, 0
9.09409, -0.0338738, 0
9.09298, -0.0368125, 0
9.09178, -0.0397148, 0
9.09048, -0.0425779, 0
9.0891, -0.045399, 0
9.08763, -0.0481754, 0
9.08607, -0.0509041, 0
9.08443, -0.0535827, 0
9.08271, -0.0562083, 0
9.0809, -0.0587785, 0
9.07902, -0.0612907, 0
9.07705, -0.0637424, 0
9.07501, -0.0661312, 0
9.0729, -0.0684547, 0
9.07071, -0.0707107, 0
9.06845, -0.0728969, 0
9.06613, -0.0750111, 0
9.06374, -0.0770513, 0
9.06129, -0.0790155, 0
9.05878, -0.0809017, 0
9.05621, -0.0827081, 0
9.05358, -0.0844328, 0
9.0509, -0.0860742, 0
9.04818, -0.0876307, 0
9.0454, -0.0891007, 0
9.04258, -0.0904827, 0
9.03971, -0.0917755, 0
9.03681, -0.0929776, 0
9.03387, -0.0940881, 0
9.0309, -0.0951057, 0
9.0279, -0.0960294, 0
9.02487, -0.0968583, 0
9.02181, -0.0975917, 0
9.01874, -0.0982287, 0
9.01564, -0.0987688, 0
9.01253, -0.0992115, 0
9.00941, -0.0995562, 0
9.00628, -0.0998027, 0
9.00314, -0.0999507, 0
9, -0.1, 0
8.99686, -0.0999507, 0
8.99372, -0.0998027, 0
8.99059, -0.0995562, 0
8.98747, -0.0992115, 0
8.98436, -0.0987688, 0
