x y z Bx By Bz
-4.64286 1.07143 -5.35714 2.60865e-11 -1.63739e-08 8.05525e-08
-4.64286 1.07143 -4.64286 1.41574e-08 -2.57088e-08 1.09829e-07
-4.64286 1.07143 -3.92857 4.4295e-08 -4.07339e-08 1.4753e-07
-4.64286 1.07143 -3.21429 1.0112e-07 -6.27871e-08 1.86407e-07
-4.64286 1.07143 -2.5 1.88094e-07 -8.9454e-08 2.06928e-07
-4.64286 1.07143 -1.78571 2.87261e-07 -1.13542e-07 1.87896e-07
-4.64286 1.07143 -1.07143 3.67637e-07 -1.29014e-07 1.28206e-07
-4.64286 1.07143 -0.357143 4.10001e-07 -1.35608e-07 4.47297e-08
-4.64286 1.07143 0.357143 4.10001e-07 -1.35324e-07 -4.55809e-08
-4.64286 1.07143 1.07143 3.67637e-07 -1.28206e-07 -1.29014e-07
-4.64286 1.07143 1.78571 2.87261e-07 -1.12359e-07 -1.88606e-07
-4.64286 1.07143 2.5 1.88094e-07 -8.81521e-08 -2.07486e-07
-4.64286 1.07143 3.21429 1.0112e-07 -6.16146e-08 -1.86798e-07
-4.64286 1.07143 3.92857 4.4295e-08 -3.98061e-08 -1.47783e-07
-4.64286 1.07143 4.64286 1.41574e-08 -2.50182e-08 -1.09988e-07
-4.64286 1.07143 5.35714 2.60865e-11 -1.58674e-08 -8.06538e-08
-4.64286 1.07143 6.07143 -6.08879e-09 -1.03274e-08 -5.96154e-08
-4.64286 1.07143 6.78571 -8.45847e-09 -6.9254e-09 -4.47735e-08
-4.64286 1.07143 7.5 -9.10621e-09 -4.77675e-09 -3.42045e-08
-4.64286 1.78571 -7.5 -9.12204e-09 -7.71451e-09 3.19551e-08
-4.64286 1.78571 -6.78571 -8.69344e-09 -1.10107e-08 4.13128e-08
-4.64286 1.78571 -6.07143 -6.87278e-09 -1.61076e-08 5.41371e-08
-4.64286 1.78571 -5.35714 -2.12309e-09 -2.41789e-08 7.17843e-08
-4.64286 1.78571 -4.64286 8.67202e-09 -3.71111e-08 9.55916e-08
-4.64286 1.78571 -3.92857 3.11801e-08 -5.74682e-08 1.25383e-07
-4.64286 1.78571 -3.21429 7.31553e-08 -8.72566e-08 1.55906e-07
-4.64286 1.78571 -2.5 1.38662e-07 -1.24631e-07 1.7333e-07
-4.64286 1.78571 -1.78571 2.17808e-07 -1.61566e-07 1.60554e-07
-4.64286 1.78571 -1.07143 2.87261e-07 -1.88606e-07 1.12359e-07
-4.64286 1.78571 -0.357143 3.26399e-07 -2.01795e-07 3.97001e-08
-4.64286 1.78571 0.357143 3.26399e-07 -2.01542e-07 -4.09672e-08
-4.64286 1.78571 1.07143 2.87261e-07 -1.87896e-07 -1.13542e-07
-4.64286 1.78571 1.78571 2.17808e-07 -1.60554e-07 -1.61566e-07
-4.64286 1.78571 2.5 1.38662e-07 -1.2354e-07 -1.74109e-07
-4.64286 1.78571 3.21429 7.31553e-08 -8.62753e-08 -1.56451e-07
-4.64286 1.78571 3.92857 3.11801e-08 -5.66792e-08 -1.25741e-07
-4.64286 1.78571 4.64286 8.67202e-09 -3.65098e-08 -9.58229e-08
-4.64286 1.78571 5.35714 -2.12309e-09 -2.37274e-08 -7.19348e-08
-4.64286 1.78571 6.07143 -6.87278e-09 -1.57672e-08 -5.42373e-08
-4.64286 1.78571 6.78571 -8.69344e-09 -1.07509e-08 -4.13811e-08
-4.64286 1.78571 7.5 -9.12204e-09 -7.51358e-09 -3.20029e-08
-4.64286 2.5 -7.5 -9.10429e-09 -9.76991e-09 2.90057e-08
-4.64286 2.5 -6.78571 -8.93045e-09 -1.37152e-08 3.68695e-08
-4.64286 2.5 -6.07143 -7.73224e-09 -1.96447e-08 4.72859e-08
-4.64286 2.5 -5.35714 -4.47526e-09 -2.87157e-08 6.10327e-08
-4.64286 2.5 -4.64286 2.81345e-09 -4.26976e-08 7.87023e-08
-4.64286 2.5 -3.92857 1.75379e-08 -6.39176e-08 9.97487e-08
-4.64286 2.5 -3.21429 4.4295e-08 -9.43428e-08 1.20515e-07
-4.64286 2.5 -2.5 8.60896e-08 -1.33132e-07 1.32298e-07
-4.64286 2.5 -1.78571 1.38662e-07 -1.74109e-07 1.2354e-07
-4.64286 2.5 -1.07143 1.88094e-07 -2.07486e-07 8.81521e-08
-4.64286 2.5 -0.357143 2.17808e-07 -2.25585e-07 3.15036e-08
-4.64286 2.5 0.357143 2.17808e-07 -2.25382e-07 -3.29203e-08
-4.64286 2.5 1.07143 1.88094e-07 -2.06928e-07 -8.9454e-08
-4.64286 2.5 1.78571 1.38662e-07 -1.7333e-07 -1.24631e-07
-4.64286 2.5 2.5 8.60896e-08 -1.32298e-07 -1.33132e-07
-4.64286 2.5 3.21429 4.4295e-08 -9.35838e-08 -1.21105e-07
-4.64286 2.5 3.92857 1.75379e-08 -6.32896e-08 -1.00148e-07
-4.64286 2.5 4.64286 2.81345e-09 -4.22023e-08 -7.8969e-08
-4.64286 2.5 5.35714 -4.47526e-09 -2.83317e-08 -6.12119e-08
-4.64286 2.5 6.07143 -7.73224e-09 -1.93472e-08 -4.74084e-08
-4.64286 2.5 6.78571 -8.93045e-09 -1.34833e-08 -3.69549e-08
-4.64286 2.5 7.5 -9.10429e-09 -9.58747e-09 -2.90665e-08
-4.64286 3.21429 -7.5 -9.02289e-09 -1.10908e-08 2.56557e-08
-4.64286 3.21429 -6.78571 -9.08818e-09 -1.52629e-08 3.19617e-08
-4.64286 3.21429 -6.07143 -8.45847e-09 -2.13238e-08 3.9974e-08
-4.64286 3.21429 -5.35714 -6.50538e-09 -3.02233e-08 5.00153e-08
-4.64286 3.21429 -4.64286 -2.12309e-09 -4.33114e-08 6.21428e-08
-4.64286 3.21429 -3.92857 6.44928e-09 -6.22404e-08 7.55858e-08
-4.64286 3.21429 -3.21429 2.14399e-08 -8.83371e-08 8.77838e-08
-4.64286 3.21429 -2.5 4.4295e-08 -1.21105e-07 9.35838e-08
-4.64286 3.21429 -1.78571 7.31553e-08 -1.56451e-07 8.62753e-08
-4.64286 3.21429 -1.07143 1.0112e-07 -1.86798e-07 6.16146e-08
-4.64286 3.21429 -0.357143 1.18544e-07 -2.04235e-07 2.20435e-08
-4.64286 3.21429 0.357143 1.18544e-07 -2.04093e-07 -2.33263e-08
-4.64286 3.21429 1.07143 1.0112e-07 -1.86407e-07 -6.27871e-08
-4.64286 3.21429 1.78571 7.31553e-08 -1.55906e-07 -8.72566e-08
-4.64286 3.21429 2.5 4.4295e-08 -1.20515e-07 -9.43428e-08
-4.64286 3.21429 3.21429 2.14399e-08 -8.77838e-08 -8.83371e-08
-4.64286 3.21429 3.92857 6.44928e-09 -6.17642e-08 -7.59754e-08
-4.64286 3.21429 4.64286 -2.12309e-09 -4.29201e-08 -6.24137e-08
-4.64286 3.21429 5.35714 -6.50538e-09 -2.99084e-08 -5.02042e-08
-4.64286 3.21429 6.07143 -8.45847e-09 -2.10722e-08 -4.01072e-08
-4.64286 3.21429 6.78571 -9.08818e-09 -1.50618e-08 -3.2057e-08
-4.64286 3.21429 7.5 -9.02289e-09 -1.09294e-08 -2.57249e-08
-4.64286 3.92857 -7.5 -8.85865e-09 -1.17215e-08 2.22074e-08
-4.64286 3.92857 -6.78571 -9.11504e-09 -1.57845e-08 2.70677e-08
-4.64286 3.92857 -6.07143 -8.93045e-09 -2.1474e-08 3.29596e-08
-4.64286 3.92857 -5.35714 -7.95211e-09 -2.94682e-08 3.99203e-08
-4.64286 3.92857 -4.64286 -5.61665e-09 -4.06427e-08 4.77274e-08
-4.64286 3.92857 -3.92857 -1.11756e-09 -5.59453e-08 5.55949e-08
-4.64286 3.92857 -3.21429 6.44928e-09 -7.59754e-08 6.17642e-08
-4.64286 3.92857 -2.5 1.75379e-08 -1.00148e-07 6.32896e-08
-4.64286 3.92857 -1.78571 3.11801e-08 -1.25741e-07 5.66792e-08
-4.64286 3.92857 -1.07143 4.4295e-08 -1.47783e-07 3.98061e-08
-4.64286 3.92857 -0.357143 5.2495e-08 -1.60626e-07 1.40937e-08
-4.64286 3.92857 0.357143 5.2495e-08 -1.60535e-07 -1.51027e-08
-4.64286 3.92857 1.07143 4.4295e-08 -1.4753e-07 -4.07339e-08
-4.64286 3.92857 1.78571 3.11801e-08 -1.25383e-07 -5.74682e-08
-4.64286 3.92857 2.5 1.75379e-08 -9.97487e-08 -6.39176e-08
-4.64286 3.92857 3.21429 6.44928e-09 -7.55858e-08 -6.22404e-08
-4.64286 3.92857 3.92857 -1.11756e-09 -5.55949e-08 -5.59453e-08
-4.64286 3.92857 4.64286 -5.61665e-09 -4.0342e-08 -4.79818e-08
-4.64286 3.92857 5.35714 -7.95211e-09 -2.92168e-08 -4.01047e-08
-4.64286 3.92857 6.07143 -8.93045e-09 -2.12665e-08 -3.30939e-08
-4.64286 3.92857 6.78571 -9.11504e-09 -1.56141e-08 -2.71664e-08
-4.64286 3.92857 7.5 -8.85865e-09 -1.15818e-08 -2.22806e-08
-4.64286 4.64286 -7.5 -8.60669e-09 -1.17775e-08 1.88923e-08
-4.64286 4.64286 -6.78571 -8.99467e-09 -1.55111e-08 2.25179e-08
-4.64286 4.64286 -6.07143 -9.11727e-09 -2.0548e-08 2.66962e-08
-4.64286 4.64286 -5.35714 -8.78624e-09 -2.73205e-08 3.13243e-08
-4.64286 4.64286 -4.64286 -7.73224e-09 -3.63204e-08 3.60929e-08
-4.64286 4.64286 -3.92857 -5.61665e-09 -4.79818e-08 4.0342e-08
-4.64286 4.64286 -3.21429 -2.12309e-09 -6.24137e-08 4.29201e-08
-4.64286 4.64286 -2.5 2.81345e-09 -7.8969e-08 4.22023e-08
-4.64286 4.64286 -1.78571 8.67202e-09 -9.58229e-08 3.65098e-08
-4.64286 4.64286 -1.07143 1.41574e-08 -1.09988e-07 2.50182e-08
-4.64286 4.64286 -0.357143 1.75379e-08 -1.1815e-07 8.71514e-09
-4.64286 4.64286 0.357143 1.75379e-08 -1.18092e-07 -9.45732e-09
-4.64286 4.64286 1.07143 1.41574e-08 -1.09829e-07 -2.57088e-08
-4.64286 4.64286 1.78571 8.67202e-09 -9.55916e-08 -3.71111e-08
-4.64286 4.64286 2.5 2.81345e-09 -7.87023e-08 -4.26976e-08
-4.64286 4.64286 3.21429 -2.12309e-09 -6.21428e-08 -4.33114e-08
-4.64286 4.64286 3.92857 -5.61665e-09 -4.77274e-08 -4.06427e-08
-4.64286 4.64286 4.64286 -7.73224e-09 -3.60929e-08 -3.63204e-08
-4.64286 4.64286 5.35714 -8.78624e-09 -2.71231e-08 -3.14953e-08
-4.64286 4.64286 6.07143 -9.11727e-09 -2.03798e-08 -2.68248e-08
-4.64286 4.64286 6.78571 -8.99467e-09 -1.53693e-08 -2.26149e-08
-4.64286 4.64286 7.5 -8.60669e-09 -1.16586e-08 -1.89659e-08
-4.64286 5.35714 -7.5 -8.27451e-09 -1.14034e-08 1.58592e-08
-4.64286 5.35714 -6.78571 -8.73814e-09 -1.46939e-08 1.84925e-08
-4.64286 5.35714 -6.07143 -9.04827e-09 -1.89759e-08 2.13703e-08
-4.64286 5.35714 -5.35714 -9.10621e-09 -2.44975e-08 2.43441e-08
-4.64286 5.35714 -4.64286 -8.78624e-09 -3.14953e-08 2.71231e-08
-4.64286 5.35714 -3.92857 -7.95211e-09 -4.01047e-08 2.92168e-08
-4.64286 5.35714 -3.21429 -6.50538e-09 -5.02042e-08 2.99084e-08
-4.64286 5.35714 -2.5 -4.47526e-09 -6.12119e-08 2.83317e-08
-4.64286 5.35714 -1.78571 -2.12309e-09 -7.19348e-08 2.37274e-08
-4.64286 5.35714 -1.07143 2.60865e-11 -8.06538e-08 1.58674e-08
-4.64286 5.35714 -0.357143 1.32841e-09 -8.55771e-08 5.43515e-09
-4.64286 5.35714 0.357143 1.32841e-09 -8.55412e-08 -5.97274e-09
-4.64286 5.35714 1.07143 2.60865e-11 -8.05525e-08 -1.63739e-08
-4.64286 5.35714 1.78571 -2.12309e-09 -7.17843e-08 -2.41789e-08
-4.64286 5.35714 2.5 -4.47526e-09 -6.10327e-08 -2.87157e-08
-4.64286 5.35714 3.21429 -6.50538e-09 -5.00153e-08 -3.02233e-08
-4.64286 5.35714 3.92857 -7.95211e-09 -3.99203e-08 -2.94682e-08
-4.64286 5.35714 4.64286 -8.78624e-09 -3.13243e-08 -2.73205e-08
-4.64286 5.35714 5.35714 -9.10621e-09 -2.43441e-08 -2.44975e-08
-4.64286 5.35714 6.07143 -9.04827e-09 -1.88412e-08 -2.14891e-08
-4.64286 5.35714 6.78571 -8.73814e-09 -1.45774e-08 -1.85845e-08
-4.64286 5.35714 7.5 -8.27451e-09 -1.13035e-08 -1.59305e-08
-4.64286 6.07143 -7.5 -7.87757e-09 -1.07407e-08 1.3183e-08
-4.64286 6.07143 -6.78571 -8.37187e-09 -1.35549e-08 1.50541e-08
-4.64286 6.07143 -6.07143 -8.77972e-09 -1.70953e-08 1.69883e-08
-4.64286 6.07143 -5.35714 -9.04827e-09 -2.14891e-08 1.88412e-08
-4.64286 6.07143 -4.64286 -9.11727e-09 -2.68248e-08 2.03798e-08
-4.64286 6.07143 -3.92857 -8.93045e-09 -3.30939e-08 2.12665e-08
-4.64286 6.07143 -3.21429 -8.45847e-09 -4.01072e-08 2.10722e-08
-4.64286 6.07143 -2.5 -7.73224e-09 -4.74084e-08 1.93472e-08
-4.64286 6.07143 -1.78571 -6.87278e-09 -5.42373e-08 1.57672e-08
-4.64286 6.07143 -1.07143 -6.08879e-09 -5.96154e-08 1.03274e-08
-4.64286 6.07143 -0.357143 -5.61665e-09 -6.25907e-08 3.48453e-09
-4.64286 6.07143 0.357143 -5.61665e-09 -6.25676e-08 -3.87772e-09
-4.64286 6.07143 1.07143 -6.08879e-09 -5.95493e-08 -1.07017e-08
-4.64286 6.07143 1.78571 -6.87278e-09 -5.41371e-08 -1.61076e-08
-4.64286 6.07143 2.5 -7.73224e-09 -4.72859e-08 -1.96447e-08
-4.64286 6.07143 3.21429 -8.45847e-09 -3.9974e-08 -2.13238e-08
-4.64286 6.07143 3.92857 -8.93045e-09 -3.29596e-08 -2.1474e-08
-4.64286 6.07143 4.64286 -9.11727e-09 -2.66962e-08 -2.0548e-08
-4.64286 6.07143 5.35714 -9.04827e-09 -2.13703e-08 -1.89759e-08
-4.64286 6.07143 6.07143 -8.77972e-09 -1.69883e-08 -1.70953e-08
-4.64286 6.07143 6.78571 -8.37187e-09 -1.346e-08 -1.5139e-08
-4.64286 6.07143 7.5 -7.87757e-09 -1.06577e-08 -1.32503e-08
-4.64286 6.78571 -7.5 -7.43471e-09 -9.90989e-09 1.08841e-08
-4.64286 6.78571 -6.78571 -7.92737e-09 -1.22656e-08 1.21888e-08
-4.64286 6.78571 -6.07143 -8.37187e-09 -1.5139e-08 1.346e-08
-4.64286 6.78571 -5.35714 -8.73814e-09 -1.85845e-08 1.45774e-08
-4.64286 6.78571 -4.64286 -8.99467e-09 -2.26149e-08 1.53693e-08
-4.64286 6.78571 -3.92857 -9.11504e-09 -2.71664e-08 1.56141e-08
-4.64286 6.78571 -3.21429 -9.08818e-09 -3.2057e-08 1.50618e-08
-4.64286 6.78571 -2.5 -8.93045e-09 -3.69549e-08 1.34833e-08
-4.64286 6.78571 -1.78571 -8.69344e-09 -4.13811e-08 1.07509e-08
-4.64286 6.78571 -1.07143 -8.45847e-09 -4.47735e-08 6.9254e-09
-4.64286 6.78571 -0.357143 -8.31248e-09 -4.66173e-08 2.30671e-09
-4.64286 6.78571 0.357143 -8.31248e-09 -4.66019e-08 -2.59957e-09
-4.64286 6.78571 1.07143 -8.45847e-09 -4.47291e-08 -7.20658e-09
-4.64286 6.78571 1.78571 -8.69344e-09 -4.13128e-08 -1.10107e-08
-4.64286 6.78571 2.5 -8.93045e-09 -3.68695e-08 -1.37152e-08
-4.64286 6.78571 3.21429 -9.08818e-09 -3.19617e-08 -1.52629e-08
-4.64286 6.78571 3.92857 -9.11504e-09 -2.70677e-08 -1.57845e-08
-4.64286 6.78571 4.64286 -8.99467e-09 -2.25179e-08 -1.55111e-08
-4.64286 6.78571 5.35714 -8.73814e-09 -1.84925e-08 -1.46939e-08
-4.64286 6.78571 6.07143 -8.37187e-09 -1.50541e-08 -1.35549e-08
-4.64286 6.78571 6.78571 -7.92737e-09 -1.21888e-08 -1.22656e-08
-4.64286 6.78571 7.5 -7.43471e-09 -9.84131e-09 -1.09462e-08
-4.64286 7.5 -7.5 -6.96472e-09 -9.00364e-09 8.94725e-09
-4.64286 7.5 -6.78571 -7.43471e-09 -1.09462e-08 9.84131e-09
-4.64286 7.5 -6.07143 -7.87757e-09 -1.32503e-08 1.06577e-08
-4.64286 7.5 -5.35714 -8.27451e-09 -1.59305e-08 1.13035e-08
-4.64286 7.5 -4.64286 -8.60669e-09 -1.89659e-08 1.16586e-08
-4.64286 7.5 -3.92857 -8.85865e-09 -2.22806e-08 1.15818e-08
-4.64286 7.5 -3.21429 -9.02289e-09 -2.57249e-08 1.09294e-08
-4.64286 7.5 -2.5 -9.10429e-09 -2.90665e-08 9.58747e-09
-4.64286 7.5 -1.78571 -9.12204e-09 -3.20029e-08 7.51358e-09
-4.64286 7.5 -1.07143 -9.10621e-09 -3.42045e-08 4.77675e-09
-4.64286 7.5 -0.357143 -9.08818e-09 -3.5384e-08 1.57356e-09
-4.64286 7.5 0.357143 -9.08818e-09 -3.53735e-08 -1.79585e-09
-4.64286 7.5 1.07143 -9.10621e-09 -3.41738e-08 -4.99157e-09
-4.64286 7.5 1.78571 -9.12204e-09 -3.19551e-08 -7.71451e-09
-4.64286 7.5 2.5 -9.10429e-09 -2.90057e-08 -9.76991e-09
-4.64286 7.5 3.21429 -9.02289e-09 -2.56557e-08 -1.10908e-08
-4.64286 7.5 3.92857 -8.85865e-09 -2.22074e-08 -1.17215e-08
-4.64286 7.5 4.64286 -8.60669e-09 -1.88923e-08 -1.17775e-08
-4.64286 7.5 5.35714 -8.27451e-09 -1.58592e-08 -1.14034e-08
-4.64286 7.5 6.07143 -7.87757e-09 -1.3183e-08 -1.07407e-08
-4.64286 7.5 6.78571 -7.43471e-09 -1.08841e-08 -9.90989e-09
-4.64286 7.5 7.5 -6.96472e-09 -8.94725e-09 -9.00364e-09
-3.92857 -7.5 -7.5 -8.78627e-09 8.30896e-09 8.36133e-09
-3.92857 -7.5 -6.78571 -9.611e-09 1.0168e-08 9.25792e-09
-3.92857 -7.5 -6.07143 -1.04671e-08 1.23912e-08 1.00956e-08
-3.92857 -7.5 -5.35714 -1.13373e-08 1.49992e-08 1.0785e-08
-3.92857 -7.5 -4.64286 -1.21984e-08 1.79789e-08 1.12081e-08
-3.92857 -7.5 -3.92857 -1.30221e-08 2.12623e-08 1.12226e-08
-3.92857 -7.5 -3.21429 -1.3776e-08 2.47057e-08 1.06802e-08
-3.92857 -7.5 -2.5 -1.44266e-08 2.80775e-08 9.45728e-09
-3.92857 -7.5 -1.78571 -1.49431e-08 3.10675e-08 7.50023e-09
-3.92857 -7.5 -1.07143 -1.53008e-08 3.33296e-08 4.86827e-09
-3.92857 -7.5 -0.357143 -1.54836e-08 3.45572e-08 1.75441e-09
-3.92857 -7.5 0.357143 -1.54836e-08 3.45675e-08 -1.53725e-09
-3.92857 -7.5 1.07143 -1.53008e-08 3.33595e-08 -4.65876e-09
-3.92857 -7.5 1.78571 -1.49431e-08 3.1114e-08 -7.30488e-09
-3.92857 -7.5 2.5 -1.44266e-08 2.81364e-08 -9.28068e-09
-3.92857 -7.5 3.21429 -1.3776e-08 2.47723e-08 -1.05247e-08
-3.92857 -7.5 3.92857 -1.30221e-08 2.13324e-08 -1.10888e-08
-3.92857 -7.5 4.64286 -1.21984e-08 1.80489e-08 -1.10949e-08
-3.92857 -7.5 5.35714 -1.13373e-08 1.50667e-08 -1.06906e-08
-3.92857 -7.5 6.07143 -1.04671e-08 1.24544e-08 -1.00175e-08
-3.92857 -7.5 6.78571 -9.611e-09 1.0226e-08 -9.19385e-09
-3.92857 -7.5 7.5 -8.78627e-09 8.36133e-09 -8.30896e-09
-3.92857 -6.78571 -7.5 -9.611e-09 9.19385e-09 1.0226e-08
-3.92857 -6.78571 -6.78571 -1.05699e-08 1.1465e-08 1.15373e-08
-3.92857 -6.78571 -6.07143 -1.15732e-08 1.42618e-08 1.28415e-08
-3.92857 -6.78571 -5.35714 -1.25997e-08 1.76501e-08 1.40245e-08
-3.92857 -6.78571 -4.64286 -1.362e-08 2.16578e-08 1.49186e-08
-3.92857 -6.78571 -3.92857 -1.4596e-08 2.62384e-08 1.53009e-08
-3.92857 -6.78571 -3.21429 -1.54836e-08 3.12242e-08 1.49107e-08
-3.92857 -6.78571 -2.5 -1.62385e-08 3.62847e-08 1.34976e-08
-3.92857 -6.78571 -1.78571 -1.6824e-08 4.09187e-08 1.09056e-08
-3.92857 -6.78571 -1.07143 -1.72186e-08 4.45157e-08 7.17221e-09
-3.92857 -6.78571 -0.357143 -1.74155e-08 4.64999e-08 2.59388e-09
-3.92857 -6.78571 0.357143 -1.74155e-08 4.65153e-08 -2.30166e-09
-3.92857 -6.78571 1.07143 -1.72186e-08 4.45599e-08 -6.89237e-09
-3.92857 -6.78571 1.78571 -1.6824e-08 4.09864e-08 -1.06483e-08
-3.92857 -6.78571 2.5 -1.62385e-08 3.63688e-08 -1.32694e-08
-3.92857 -6.78571 3.21429 -1.54836e-08 3.13173e-08 -1.47142e-08
-3.92857 -6.78571 3.92857 -1.4596e-08 2.6334e-08 -1.51357e-08
-3.92857 -6.78571 4.64286 -1.362e-08 2.17511e-08 -1.47822e-08
-3.92857 -6.78571 5.35714 -1.25997e-08 1.77378e-08 -1.39133e-08
-3.92857 -6.78571 6.07143 -1.15732e-08 1.43422e-08 -1.27516e-08
-3.92857 -6.78571 6.78571 -1.05699e-08 1.15373e-08 -1.1465e-08
-3.92857 -6.78571 7.5 -9.611e-09 9.25792e-09 -1.0168e-08
-3.92857 -6.07143 -7.5 -1.04671e-08 1.00175e-08 1.24544e-08
-3.92857 -6.07143 -6.78571 -1.15732e-08 1.27516e-08 1.43422e-08
-3.92857 -6.07143 -6.07143 -1.27381e-08 1.62309e-08 1.63332e-08
-3.92857 -6.07143 -5.35714 -1.39346e-08 2.06046e-08 1.8296e-08
-3.92857 -6.07143 -4.64286 -1.51206e-08 2.5995e-08 2.00082e-08
-3.92857 -6.07143 -3.92857 -1.62385e-08 3.24368e-08 2.11334e-08
-3.92857 -6.07143 -3.21429 -1.72186e-08 3.97834e-08 2.12221e-08
-3.92857 -6.07143 -2.5 -1.79949e-08 4.75928e-08 1.97721e-08
-3.92857 -6.07143 -1.78571 -1.85298e-08 5.5053e-08 1.63801e-08
-3.92857 -6.07143 -1.07143 -1.88349e-08 6.10452e-08 1.09705e-08
-3.92857 -6.07143 -0.357143 -1.89628e-08 6.44244e-08 3.99281e-09
-3.92857 -6.07143 0.357143 -1.89628e-08 6.44483e-08 -3.58794e-09
-3.92857 -6.07143 1.07143 -1.88349e-08 6.11129e-08 -1.05868e-08
-3.92857 -6.07143 1.78571 -1.85298e-08 5.51548e-08 -1.60339e-08
-3.92857 -6.07143 2.5 -1.79949e-08 4.77161e-08 -1.94727e-08
-3.92857 -6.07143 3.21429 -1.72186e-08 3.99159e-08 -2.09717e-08
-3.92857 -6.07143 3.92857 -1.62385e-08 3.25689e-08 -2.09291e-08
-3.92857 -6.07143 4.64286 -1.51206e-08 2.61202e-08 -1.98445e-08
-3.92857 -6.07143 5.35714 -1.39346e-08 2.07192e-08 -1.81662e-08
-3.92857 -6.07143 6.07143 -1.27381e-08 1.63332e-08 -1.62309e-08
-3.92857 -6.07143 6.78571 -1.15732e-08 1.28415e-08 -1.42618e-08
-3.92857 -6.07143 7.5 -1.04671e-08 1.00956e-08 -1.23912e-08
-3.92857 -5.35714 -7.5 -1.13373e-08 1.06906e-08 1.50667e-08
-3.92857 -5.35714 -6.78571 -1.25997e-08 1.39133e-08 1.77378e-08
-3.92857 -5.35714 -6.07143 -1.39346e-08 1.81662e-08 2.07192e-08
-3.92857 -5.35714 -5.35714 -1.53008e-08 2.37427e-08 2.38924e-08
-3.92857 -5.35714 -4.64286 -1.66275e-08 3.09563e-08 2.69995e-08
-3.92857 -5.35714 -3.92857 -1.78048e-08 4.00571e-08 2.95692e-08
-3.92857 -5.35714 -3.21429 -1.86893e-08 5.10594e-08 3.08542e-08
-3.92857 -5.35714 -2.5 -1.91471e-08 6.34664e-08 2.98608e-08
-3.92857 -5.35714 -1.78571 -1.91441e-08 7.59861e-08 2.55942e-08
-3.92857 -5.35714 -1.07143 -1.88373e-08 8.65018e-08 1.75832e-08
-3.92857 -5.35714 -0.357143 -1.85468e-08 9.26066e-08 6.46606e-09
-3.92857 -5.35714 0.357143 -1.85468e-08 9.26454e-08 -5.88407e-09
-3.92857 -5.35714 1.07143 -1.88373e-08 8.66106e-08 -1.70393e-08
-3.92857 -5.35714 1.78571 -1.91441e-08 7.61454e-08 -2.51163e-08
-3.92857 -5.35714 2.5 -1.91471e-08 6.36528e-08 -2.94615e-08
-3.92857 -5.35714 3.21429 -1.86893e-08 5.12523e-08 -3.05328e-08
-3.92857 -5.35714 3.92857 -1.78048e-08 4.02421e-08 -2.93169e-08
-3.92857 -5.35714 4.64286 -1.66275e-08 3.11253e-08 -2.68045e-08
-3.92857 -5.35714 5.35714 -1.53008e-08 2.38924e-08 -2.37427e-08
-3.92857 -5.35714 6.07143 -1.39346e-08 1.8296e-08 -2.06046e-08
-3.92857 -5.35714 6.78571 -1.25997e-08 1.40245e-08 -1.76501e-08
-3.92857 -5.35714 7.5 -1.13373e-08 1.0785e-08 -1.49992e-08
-3.92857 -4.64286 -7.5 -1.21984e-08 1.10949e-08 1.80489e-08
-3.92857 -4.64286 -6.78571 -1.362e-08 1.47822e-08 2.17511e-08
-3.92857 -4.64286 -6.07143 -1.51206e-08 1.98445e-08 2.61202e-08
-3.92857 -4.64286 -5.35714 -1.66275e-08 2.68045e-08 3.11253e-08
-3.92857 -4.64286 -4.64286 -1.79949e-08 3.63272e-08 3.65561e-08
-3.92857 -4.64286 -3.92857 -1.89628e-08 4.91439e-08 4.18489e-08
-3.92857 -4.64286 -3.21429 -1.91441e-08 6.57803e-08 4.58466e-08
-3.92857 -4.64286 -2.5 -1.81358e-08 8.59563e-08 4.66331e-08
-3.92857 -4.64286 -1.78571 -1.58563e-08 1.07731e-07 4.1824e-08
-3.92857 -4.64286 -1.07143 -1.298e-08 1.27032e-07 2.97358e-08
-3.92857 -4.64286 -0.357143 -1.09179e-08 1.38627e-07 1.11018e-08
-3.92857 -4.64286 0.357143 -1.09179e-08 1.38694e-07 -1.02306e-08
-3.92857 -4.64286 1.07143 -1.298e-08 1.27217e-07 -2.8937e-08
-3.92857 -4.64286 1.78571 -1.58563e-08 1.07992e-07 -4.11463e-08
-3.92857 -4.64286 2.5 -1.81358e-08 8.62476e-08 -4.60921e-08
-3.92857 -4.64286 3.21429 -1.91441e-08 6.6067e-08 -4.54323e-08
-3.92857 -4.64286 3.92857 -1.89628e-08 4.94058e-08 -4.15393e-08
-3.92857 -4.64286 4.64286 -1.79949e-08 3.65561e-08 -3.63272e-08
-3.92857 -4.64286 5.35714 -1.66275e-08 2.69995e-08 -3.09563e-08
-3.92857 -4.64286 6.07143 -1.51206e-08 2.00082e-08 -2.5995e-08
-3.92857 -4.64286 6.78571 -1.362e-08 1.49186e-08 -2.16578e-08
-3.92857 -4.64286 7.5 -1.21984e-08 1.12081e-08 -1.79789e-08
-3.92857 -3.92857 -7.5 -1.30221e-08 1.10888e-08 2.13324e-08
-3.92857 -3.92857 -6.78571 -1.4596e-08 1.51357e-08 2.6334e-08
-3.92857 -3.92857 -6.07143 -1.62385e-08 2.09291e-08 3.25689e-08
